"ID","source_id","source_type","unix_time","date_time","text","translated","photo_video_id","duplicate","photofilename","processed","predicted","score",,"scored_value"
7939,"YouTube582","YouTube",,"2020-09-18T10:56:26Z","Στο πόδι ο κρατικός μηχανισμός για κίνδυνο πλημμυρών | Μεσημεριανό δελτίο ειδήσεων 18/9/20 | OPEN TV Subscribe to OPEN: http://bit.ly/2uV7vyj Στο πόδι ο κρατικός μηχανισμός για τον κίνδυνο πλημμυρών | Μεσημεριανό δελτίο ...","Στο πόδι ο κρατικός μηχανισμός για κίνδυνο πλημμυρών | Μεσημεριανό δελτίο ειδήσεων 18/9/20 | OPEN TV Subscribe to OPEN: Στο πόδι ο κρατικός μηχανισμός για τον κίνδυνο πλημμυρών | Μεσημεριανό δελτίο.","qRjA5wRWW8Q",1,"na","στο πόδι ο κρατικός μηχανισμός για κίνδυνο πλημμυρών μεσημεριανό δελτίο ειδήσεων 18 9 20 open tv subscribe to open στο πόδι ο κρατικός μηχανισμός για τον κίνδυνο πλημμυρών μεσημεριανό δελτίο",0,"TN",,0
15,"''2404531085919467919","instagram",1600862464,"2020-09-23 12:01:04","#ianos #cyclone #myisland #myithaki #staystrong #staypositive #ilovemyisland","#IANOS #CYCLONE #MYISLAND #MYITHAKI #STAYSTRONG #stayPositive #IlovemyIsland",,,"120131146_248816139800442_1624951661262794584_n.jpg","ianos cyclone myisland myithaki staystrong staypositive ilovemyisland",0,"TN",,0
3381,"tweet1700","X",0,"2020-09-18 20:40:59","@75_lunar 😂 Θα αλλάξει και εκεί ο καιρός σύντομα. Πάντως κι εδώ μη νομίζεις, βρέχει αλλά έχει και κουφοβραση. Είναι πιο ευχάριστα πάντως αν εξαιρέσεις ότι γαζωνουν τα κουνούπια 😤","75_lunar Θα αλλάξει και εκεί ο καιρός σύντομα. Πάντως κι εδώ μη νομίζεις, βρέχει αλλά έχει και κουφοβραση. Είναι πιο ευχάριστα πάντως αν εξαιρέσεις ότι γαζωνουν τα κουνούπια",,,,"75_lunar θα αλλάξει και εκεί ο καιρός σύντομα πάντως κι εδώ μη νομίζεις βρέχει αλλά έχει και κουφοβραση είναι πιο ευχάριστα πάντως αν εξαιρέσεις ότι γαζωνουν τα κουνούπια",0,"TN",,0
3064,"tweet1383","X",0,"2020-09-18 15:29:07","Μας έχει τσακίσει ο #ΙΑΝΟΣ. #ianos https://t.co/oTJQzfo1ar","Μας έχει τσακίσει ο #ΙΑΝΟΣ. #ianos",,,,"μας έχει τσακίσει ο ιανος ianos",0,"TN",,0
2147,"tweet466","X",0,"2020-09-17 16:07:05","We’ve got #medicane #Ianos spinning in the Mediterranean right now, the eye now very visible and this storm will impact #Greece particularly west tonight and tomorrow, likely an equivalent as a category 1 hurricane! Gif via @ASophie_MM #severeweather https://t.co/ho9ldF1vXr","Έχουμε #Medicane #Ianos που περιστρέφεται στη Μεσόγειο αυτή τη στιγμή, το μάτι τώρα πολύ ορατό και αυτή η καταιγίδα θα επηρεάσει #greece ιδιαίτερα δυτικά απόψε και αύριο, πιθανότατα ισοδύναμο ως τυφώνας κατηγορίας 1! Gif μέσω @asophie_mm #severeweather",,,,"έχουμε medicane ianos που περιστρέφεται στη μεσόγειο αυτή τη στιγμή το μάτι τώρα πολύ ορατό και αυτή η καταιγίδα θα επηρεάσει greece ιδιαίτερα δυτικά απόψε και αύριο πιθανότατα ισοδύναμο ως τυφώνας κατηγορίας 1 gif μέσω asophie_mm severeweather",0,"TN",,0
4904,"tweet3223","X",0,"2020-09-20 19:52:27","@Michail23716809 Καθε καναλι ενδιαφερεται να ανεβασει την τηλεθεαση τογ...να ειστε σιγουρος οτι το να δείξουν πλημμυρισμένα μερη ειναι κατι που τους συμφέρει. Και στην πεδιαδα γινανε τρομερές και ανυπολόγιστες  ζημιες... η κατασταση ειναι τραγικη...δυστυχως","Michail23716809 Καθε καναλι ενδιαφερεται να ανεβασει την τηλεθεαση τογ.να ειστε σιγουρος οτι το να δείξουν πλημμυρισμένα μερη ειναι κατι που τους συμφέρει. Και στην πεδιαδα γινανε τρομερές και ανυπολόγιστες ζημιες.η κατασταση ειναι τραγικη.δυστυχως",,,,"michail23716809 καθε καναλι ενδιαφερεται να ανεβασει την τηλεθεαση τογ να ειστε σιγουρος οτι το να δείξουν πλημμυρισμένα μερη ειναι κατι που τους συμφέρει και στην πεδιαδα γινανε τρομερές και ανυπολόγιστες ζημιες η κατασταση ειναι τραγικη δυστυχως",1,"FN",,0
4100,"tweet2419","X",0,"2020-09-19 17:25:45","@NikosMP82017506 @cynaegeirus Γενικά, όσο περνάει ο καιρός να ξέρετε ότι οτιδήποτε Κινέζικο θα σταματήσει να υποστηρίζεται από αμερικανούς.","NikosMP82017506 @cynaegeirus Γενικά, όσο περνάει ο καιρός να ξέρετε ότι οτιδήποτε Κινέζικο θα σταματήσει να υποστηρίζεται από αμερικανούς.",,,,"nikosmp82017506 cynaegeirus γενικά όσο περνάει ο καιρός να ξέρετε ότι οτιδήποτε κινέζικο θα σταματήσει να υποστηρίζεται από αμερικανούς",0,"TN",,0
3655,"tweet1974","X",0,"2020-09-19 08:41:45","Ιανός : Αγριεμένος ο καιρός σήμερα – Ποιες περιοχές θα «χτυπήσει» - https://t.co/ND0d0uzjsH https://t.co/6Kbo9woenf","Ιανός : Αγριεμένος ο καιρός σήμερα – Ποιες περιοχές θα «χτυπήσει» -",,,,"ιανός αγριεμένος ο καιρός σήμερα ποιες περιοχές θα χτυπήσει",0,"TN",,0
7717,"YouTube360","YouTube",,"2020-09-18T05:39:32Z","Ζάκυνθος: Το νησί πλήττεται από τον κυκλώνα Ιανό | Ώρα Ελλάδος 18/9/2020 | OPEN TV Subscribe to OPEN: http://bit.ly/2uV7vyj Ζάκυνθος: Το νησί πλήττεται από τον κυκλώνα Ιανό | Ώρα Ελλάδος 18/9/2020 | OPEN TV O ...","Ζάκυνθος: Το νησί πλήττεται από τον κυκλώνα Ιανό | Ώρα Ελλάδος 18/9/2020 | OPEN TV Subscribe to OPEN: Ζάκυνθος: Το νησί πλήττεται από τον κυκλώνα Ιανό | Ώρα Ελλάδος 18/9/2020 | OPEN TV O.","iNMMQ3qAD0I",1,"na","ζάκυνθος το νησί πλήττεται από τον κυκλώνα ιανό ώρα ελλάδος 18 9 2020 open tv subscribe to open ζάκυνθος το νησί πλήττεται από τον κυκλώνα ιανό ώρα ελλάδος 18 9 2020 open tv o",0,"TN",,0
3007,"tweet1326","X",0,"2020-09-18 14:13:28","Uragano sulla Grecia #Ianos

https://t.co/A2b4JSUKm8","Uragano sulla Grecia #Ianos",,,,"uragano sulla grecia ianos",0,"TN",,0
5920,"tweet4239","X",0,"2020-09-22 21:34:22","Ο καιρός για αύριο Τετάρτη 23/09 στη Θεσσαλονίκη https://t.co/SJF4NKyTIL","Ο καιρός για αύριο Τετάρτη 23/09 στη Θεσσαλονίκη",,,,"ο καιρός για αύριο τετάρτη 23 09 στη θεσσαλονίκη",0,"TN",,0
2322,"tweet641","X",0,"2020-09-17 19:55:24","Le #médicane #Ianos (contraction de #Mediterranean/#Huricane) s'est formé entre #Sicile et #Grèce. Un médicane est une dépression subtropicale semblable à un #cyclone comme en témoigne cette image sat avec un œil visible en son centre autour duquel s'enroule une belle convention. https://t.co/u5jqYIMOZu","Το #IANOS (συστολή του #Mediterranean/ #Huricane) σχηματίστηκε μεταξύ #siCile και #Greece. Ένα medicane είναι ένα υποτροπικό χαμηλό παρόμοιο με ένα #Cyclona όπως αποδεικνύεται από αυτή την εικόνα SAT με ένα ορατό μάτι στο κέντρο της γύρω από το οποίο φορούσε μια όμορφη σύμβαση.",,,,"το ianos συστολή του mediterranean huricane σχηματίστηκε μεταξύ sicile και greece ένα medicane είναι ένα υποτροπικό χαμηλό παρόμοιο με ένα cyclona όπως αποδεικνύεται από αυτή την εικόνα sat με ένα ορατό μάτι στο κέντρο της γύρω από το οποίο φορούσε μια όμορφη σύμβαση",0,"TN",,0
1731,"tweet50","X",0,"2020-09-14 19:55:03","Γύρω στις 8.50 σήμερα το πρωί λήφθηκε πληροφορία για υλικές ζημιές σε γυάλινη πρόσοψη καταστήματος στη Λευκωσία https://t.co/0CMjNSQecF","Γύρω στις 8.50 σήμερα το πρωί λήφθηκε πληροφορία για υλικές ζημιές σε γυάλινη πρόσοψη καταστήματος στη Λευκωσία",,,,"γύρω στις 8 50 σήμερα το πρωί λήφθηκε πληροφορία για υλικές ζημιές σε γυάλινη πρόσοψη καταστήματος στη λευκωσία",0,"TN",,0
4011,"tweet2330","X",0,"2020-09-19 15:11:34","@EffieK06570620 Μακριά από ζημιές και ανθρώπινες απώλειες!!!!👌👌👌","EffieK06570620 Μακριά από ζημιές και ανθρώπινες απώλειες!!!!",,,,"effiek06570620 μακριά από ζημιές και ανθρώπινες απώλειες",0,"TN",,0
5551,"tweet3870","X",0,"2020-09-22 00:55:41","Η πρώτη εκτίμηση για τις ζημιές από τον «Ιανό» στους αρχαιολογικούς χώρους και τα μουσεία https://t.co/gM3zDv1toY","Η πρώτη εκτίμηση για τις ζημιές από τον «Ιανό» στους αρχαιολογικούς χώρους και τα μουσεία",,,,"η πρώτη εκτίμηση για τις ζημιές από τον ιανό στους αρχαιολογικούς χώρους και τα μουσεία",0,"TN",,0
2137,"tweet456","X",0,"2020-09-17 15:59:47","@Armeteo And here the forecasted wave field for #medicane #ianos","Armeteo και εδώ το προβλεπόμενο πεδίο κύματος για #Medicane #ianos",,,,"armeteo και εδώ το προβλεπόμενο πεδίο κύματος για medicane ianos",0,"TN",,0
1106,"''2400995493890545593","instagram",1600440988,"2020-09-18 14:56:28","Je regarde par la fenêtre avec angoisse. Il y a un typhon qui passe pas loin de ma maman, j'espère qu'elle ne va pas s'envoler... 🙀🙀🙀 #ianos\n.\n.\n.\n#miaou #chaton #chat #chatons #chats #viedechat #monchat #petitchat #minou #chatmignon #chatondamour #animaux #mignon #sacredebirmanie #chatderace #instachaton @catstagramcat #gato #gatto\n@ig.Cutest_cats #kot\n#neko #koneko #meow","Κοιτάζω έξω από το παράθυρο με άγχος. Υπάρχει ένας τυφώνας που περνά μακριά από τη μαμά μου, ελπίζω ότι δεν πρόκειται να πετάξει μακριά. Monchat #petitchat #minou #chatmignon #chatondamour #animaux #mignon #sacredebirmanie #chatderace #insthaton @catstagramcat #gato #gatto \ n@ig.cutet_cats #kot \ n #nekone",,,"119690928_178662213788609_1764283930625411686_n.jpg","κοιτάζω έξω από το παράθυρο με άγχος υπάρχει ένας τυφώνας που περνά μακριά από τη μαμά μου ελπίζω ότι δεν πρόκειται να πετάξει μακριά monchat petitchat minou chatmignon chatondamour animaux mignon sacredebirmanie chatderace insthaton catstagramcat gato gatto n ig cutet_cats kot n nekone",0,"FP",,1
5686,"tweet4005","X",0,"2020-09-22 09:37:17","Καιρός: Νεφώσεις και τοπικές βροχές σήμερα https://t.co/HwuLUHHCUI μέσω @Newspepper","Καιρός: Νεφώσεις και τοπικές βροχές σήμερα μέσω @Newspepper",,,,"καιρός νεφώσεις και τοπικές βροχές σήμερα μέσω newspepper",0,"TN",,0
1535,"''2400186212302682831","instagram",1600344514,"2020-09-17 12:08:34","Το Σαββατοκύριακο ο καιρός θα είναι καλός !!!\nΜετεωρολόγος Τοτός Τοτόπουλος ,κλόουν Παντός Καιρού .!\n\nΧαρά,γέλιο,Μαγεία ,!!! \nΚαλέστε μας : 6947123401 📲\nwww.clownorama.com\n\n#ianos #ιανος #wesupportpaidotopoi #κλοουντοτο  #partygames #εκδηλωσεις #σχολικηεκδηλωση  #paidotopos  #paidikaparty #παιδικαπαρτυ #κλοουν #coronavirus  #comedymagic #familyentertainment #kidsentertainer #bestclown #happy #entertainment #Realclowns #totostotopoulos #τοτοστοτοπουλος","Το Σαββατοκύριακο ο καιρός θα είναι καλός !!!\nΜετεωρολόγος Τοτός Τοτόπουλος ,κλόουν Παντός Καιρού .!\n\nΧαρά,γέλιο,Μαγεία ,!!! \nΚαλέστε μας : 6947123401 \n #ιανος #wesupportpaidotopoi #κλοουντοτο #partygames #εκδηλωσεις #σχολικηεκδηλωση #paidotopos #paidikaparty #παιδικαπαρτυ #κλοουν #coronavirus #comedymagic #familyentertainment #kidsentertainer #bestclown #happy #entertainment #Realclowns #totostotopoulos #τοτοστοτοπουλος",,,"119550553_101217441725605_324015418219708386_n.jpg","το σαββατοκύριακο ο καιρός θα είναι καλός nμετεωρολόγος τοτός τοτόπουλος κλόουν παντός καιρού n nχαρά γέλιο μαγεία nκαλέστε μας 6947123401 n ιανος wesupportpaidotopoi κλοουντοτο partygames εκδηλωσεις σχολικηεκδηλωση paidotopos paidikaparty παιδικαπαρτυ κλοουν coronavirus comedymagic familyentertainment kidsentertainer bestclown happy entertainment realclowns totostotopoulos τοτοστοτοπουλος",0,"TN",,0
