ID,source_id,source_type,text,translated,photo_video_id,duplicate,photofilename,processed,predicted,SCORE,COMMENT
2591,tweet910,X,"Let‘s pray for #greece and the #greek citizens for making it through the upcoming #medicane #ianos with as little damage as possible.
It is very #rare that in the #MediterraneanSea a #medicane (the #european version of a #hurricane) is building.
#ClimateChange #ItsAboutTime https://t.co/KLGNm9OjRK",Ας προσευχηθούμε για το #Greece και τους πολίτες #Greek για να το πετύχουν μέσω του επερχόμενου #Medicane #IANOS με όσο το δυνατόν λιγότερη ζημιά. Είναι πολύ #rare ότι στο #MediterraneAsea ένα #Medicane (η #EUROPEAN Version of a # Hurricane) κατασκευάζει.,,,,ας προσευχηθούμε για το greece και τους πολίτες greek για να το πετύχουν μέσω του επερχόμενου medicane ianos με όσο το δυνατόν λιγότερη ζημιά είναι πολύ rare ότι στο mediterraneasea ένα medicane η european version of a hurricane κατασκευάζει,0,TN,
7384,YouTube27,YouTube,Meteo.gr: 13/09-14/09/2020. Yψηλή δραστηριότητα καταιγίδων στην Κεντρική Μεσόγειο meteo.gr.,Meteo.gr: 13/09-14/09/2020. Yψηλή δραστηριότητα καταιγίδων στην Κεντρική Μεσόγειο meteo.gr.,0pzqtH11FzU,1,na,meteo gr 13 09 14 09 2020 yψηλή δραστηριότητα καταιγίδων στην κεντρική μεσόγειο meteo gr,1,TP,
39,''2404216691996392449,instagram,The aftermath. #ianos #powerbackon #silverlinings,Τα επακόλουθα. #ianos #PowerBackon #SilverLinings,,,120073554_176165734064103_8572620328859760513_n.jpg,τα επακόλουθα ianos powerbackon silverlinings,0,TN,
6580,Flickr32,Flickr,"© Sigmund Løland. All Rights Reserved.

Not often I am on this side of town anymore, but the view over to where I live is impeccable. (Slightly to the right and down towards the sea, from the middle of the picture.)

Press Z for Big.","Sigmund Løland. Όλα τα δικαιώματα διατηρούνται. Δεν είμαι συχνά σε αυτή την πλευρά της πόλης πια, αλλά η θέα πάνω από το σημείο που μένω είναι άψογη. (Ελαφρώς προς τα δεξιά και προς τα κάτω προς τη θάλασσα, από τη μέση της εικόνας.) Πιέστε Z για μεγάλο.",50322927846,,50322927846.jpg,sigmund løland όλα τα δικαιώματα διατηρούνται δεν είμαι συχνά σε αυτή την πλευρά της πόλης πια αλλά η θέα πάνω από το σημείο που μένω είναι άψογη ελαφρώς προς τα δεξιά και προς τα κάτω προς τη θάλασσα από τη μέση της εικόνας πιέστε z για μεγάλο,1,FP,
3179,tweet1498,X,"Πόσο ωραίος καιρός, κρύο, βροχή, καναπές, τρία λίτρα γαλλικός.","Πόσο ωραίος καιρός, κρύο, βροχή, καναπές, τρία λίτρα γαλλικός.",,,,πόσο ωραίος καιρός κρύο βροχή καναπές τρία λίτρα γαλλικός,0,TN,
5191,tweet3510,X,Καλημέρα ο καιρός στην Τρίπολη σήμερα https://t.co/uaA3xB0Rgs και αναλυτική πρόβλεψη.,Καλημέρα ο καιρός στην Τρίπολη σήμερα και αναλυτική πρόβλεψη.,,,,καλημέρα ο καιρός στην τρίπολη σήμερα και αναλυτική πρόβλεψη,0,TN,
1768,tweet87,X,"#Medicane #Cassilda (or #Ianos) rain accumulation in the next 10 days, ECMWF model https://t.co/uihxZc5t3w","#Medicane #Cassilda (ή #ianos) Συσσώρευση βροχής τις επόμενες 10 ημέρες, μοντέλο ECMWF",,,,medicane cassilda ή ianos συσσώρευση βροχής τις επόμενες 10 ημέρες μοντέλο ecmwf,1,TP,
5275,tweet3594,X,Ο κακος τους ο καιρος ποτε θαναι??,Ο κακος τους ο καιρος ποτε θαναι??,,,,ο κακος τους ο καιρος ποτε θαναι,0,TN,
1182,''2400957009103722905,instagram,September storms #ianos #lefkas #Greece🇬🇷 our poor old tree,Σεπτέμβριος καταιγίδες #ianos #lefkas #greece το φτωχό παλιό μας δέντρο,,,119670711_731893737366349_2494709251833633989_n.jpg,σεπτέμβριος καταιγίδες ianos lefkas greece το φτωχό παλιό μας δέντρο,0,FN,
2847,tweet1166,X,"Τέτοια ανυπομονησία για τον #Ianos να ξεσπάσει τελικά , ούτε όταν περιμένεις σε πρώτο ραντεβού να έρθει η κοπέλα !","Τέτοια ανυπομονησία για τον #Ianos να ξεσπάσει τελικά , ούτε όταν περιμένεις σε πρώτο ραντεβού να έρθει η κοπέλα !",,,,τέτοια ανυπομονησία για τον ianos να ξεσπάσει τελικά ούτε όταν περιμένεις σε πρώτο ραντεβού να έρθει η κοπέλα,0,TN,
5082,tweet3401,X,Καιρός : Νεφώσεις και τοπικές βροχές σχεδόν σε όλη τη χώρα - https://t.co/RX2K5Dv4JO https://t.co/4GT6fVI5IL,Καιρός : Νεφώσεις και τοπικές βροχές σχεδόν σε όλη τη χώρα -,,,,καιρός νεφώσεις και τοπικές βροχές σχεδόν σε όλη τη χώρα,1,TP,
259,''2402604936993899603,instagram,"Thankfully storm (medicane) Ianos spared  Chania old town from incredible damage last night. It whipped up crazy winds, heavy rain and even put on a lightning show but luckily for us it died down a bit and we were able to walk around. We were  completely oblivious that Ianos was wreaking havoc in the Ionian islands.\n\n#ianos #ianoscrete #stormianos #medicane #chania #hania #xania #crete #kriti #creta #greece #hellas #clouds #chanialighthouse #sunset","Ευτυχώς ο Storm (Medicane) ο Ianos φώναξε την παλιά πόλη της Chania από απίστευτες ζημιές χθες το βράδυ. Τράβηξε τους τρελούς ανέμους, τις έντονες βροχές και μάλιστα έβαλε μια αστραπή, αλλά ευτυχώς για εμάς πέθανε λίγο και μπορέσαμε να περπατήσουμε. Ήμασταν εντελώς αγνοούμενοι ότι ο Ianos προκάλεσε όλεθρο στα νησιά του Ιονίου.",,,119905084_243916687015586_1140684659193426024_n.jpg,ευτυχώς ο storm medicane ο ianos φώναξε την παλιά πόλη της chania από απίστευτες ζημιές χθες το βράδυ τράβηξε τους τρελούς ανέμους τις έντονες βροχές και μάλιστα έβαλε μια αστραπή αλλά ευτυχώς για εμάς πέθανε λίγο και μπορέσαμε να περπατήσουμε ήμασταν εντελώς αγνοούμενοι ότι ο ianos προκάλεσε όλεθρο στα νησιά του ιονίου,1,TP,
1393,''2400931263566702560,instagram,Ένα πλασματάκι ήθελε βοήθεια!! #ianos #kefalonia,Ένα πλασματάκι ήθελε βοήθεια!! #ianos #kefalonia,,,119607930_352236836136383_8216062901842092726_n.jpg,ένα πλασματάκι ήθελε βοήθεια ianos kefalonia,0,TN,
6861,Flickr313,Flickr,"Lake Huron.
Goderich,Ontario.
Canada.","Λίμνη Huron.Goderich, Ontario.canada.",50412158488,,50412158488.jpg,λίμνη huron goderich ontario canada,0,TN,
1481,''2400432819089234146,instagram,#Ιανός #ianos #Ιονιο #κεφαλλονιά #ηλεία,#Ιανός #ianos #Ιονιο #κεφαλλονιά #ηλεία,,,119566244_1256505094699546_6903951927428535547_n.jpg,ιανός ianos ιονιο κεφαλλονιά ηλεία,0,TN,
3101,tweet1420,X,"Μικρής έκτασης ζημιές σε Κατάκολο, Ανδραβίδα και Λεχαινά από την κακοκαιρία

https://t.co/a4ZgAAsW4B

#Ιανός🌀 #Ianos #medicane https://t.co/dppAPv1XD3","Μικρής έκτασης ζημιές σε Κατάκολο, Ανδραβίδα και Λεχαινά από την κακοκαιρία #Ianos #medicane",,,,μικρής έκτασης ζημιές σε κατάκολο ανδραβίδα και λεχαινά από την κακοκαιρία ianos medicane,1,TP,
952,''2401854427362004558,instagram,"\""Liontaria lake\"" #heraklion #ianos","Liontaria lake\"" #heraklion #ianos",,,119708025_1749611985186062_7992270016858372339_n.jpg,liontaria lake heraklion ianos,0,TN,
5452,tweet3771,X,"Φταίνε οι μετανάστες που έφεραν τον κορονοϊό και τώρα μας καταλαμβάνουν τις ΜΕΘ. Φταίει η κλιματική αλλαγή (που εμείς δεν προκαλέσαμε) για τις ζημιές που έγιναν σε Καρδίτσα, Κεφαλλονιά. Φταίει το κακό το ριζικό μας. Φταίει ο θεός που μας μισεί, γιατί δεν κοινωνούμε.","Φταίνε οι μετανάστες που έφεραν τον κορονοϊό και τώρα μας καταλαμβάνουν τις ΜΕΘ. Φταίει η κλιματική αλλαγή (που εμείς δεν προκαλέσαμε) για τις ζημιές που έγιναν σε Καρδίτσα, Κεφαλλονιά. Φταίει το κακό το ριζικό μας. Φταίει ο θεός που μας μισεί, γιατί δεν κοινωνούμε.",,,,φταίνε οι μετανάστες που έφεραν τον κορονοϊό και τώρα μας καταλαμβάνουν τις μεθ φταίει η κλιματική αλλαγή που εμείς δεν προκαλέσαμε για τις ζημιές που έγιναν σε καρδίτσα κεφαλλονιά φταίει το κακό το ριζικό μας φταίει ο θεός που μας μισεί γιατί δεν κοινωνούμε,1,TP,
4330,tweet2649,X,"Liebe Tweeties, in #Belarus wird immer noch demonstriert. #Medicane #Ianos demoliert #Griechenland und in Südfrankreich in den #Cevennes schüttet es ohne Ende, bis zu 600 mm. Ich habe das schon erlebt, nicht lustig. 
Ich ziehe mich zurück, gute Nacht, schlaft schön 😴 https://t.co/tZyZKAPz9i","Αγαπητοί Tweeties, στο #Belarus εξακολουθεί να αποδεικνύεται. #Medicane #iianos κατεδαφίστηκε #greece και στη νότια Γαλλία στο #cevennes το ρίχνει χωρίς τέλος, μέχρι 600 mm. Έχω ήδη βιώσει αυτό, όχι αστείο. Τραβήξτε τον εαυτό μου πίσω, καληνύχτα, κοιμάμαι όμορφα",,,,αγαπητοί tweeties στο belarus εξακολουθεί να αποδεικνύεται medicane iianos κατεδαφίστηκε greece και στη νότια γαλλία στο cevennes το ρίχνει χωρίς τέλος μέχρι 600 mm έχω ήδη βιώσει αυτό όχι αστείο τραβήξτε τον εαυτό μου πίσω καληνύχτα κοιμάμαι όμορφα,0,TN,
